training_seed,task,std_key,candidate_count,sharp_cert_pass_rate,sharp_cert_pass_n,sharp_cert_pass_lower95_wilson,flip_risk_upper95_from_coverage,observed_flip_rate,flip_when_sharp_cert_fail_rate,risk_coverage_aurc
3073,TwoRoom,0.01,65,0.44999998807907104,45,0.370560970694454,0.6294390293055461,0.4099999964237213,0.7454545497894287,0.12322222222222222
3073,TwoRoom,0.02,8,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.05000000074505806,0.7142857313156128,0.001749999999999999
3073,TwoRoom,0.02,16,0.8799999952316284,88,0.8163055403243499,0.18369445967565012,0.07000000029802322,0.5833333134651184,0.004166666666666667
3073,TwoRoom,0.02,32,0.8199999928474426,82,0.7486477981314302,0.25135220186856977,0.11999999731779099,0.6666666865348816,0.009
3073,TwoRoom,0.02,65,0.75,75,0.6728265635678274,0.32717343643217256,0.15000000596046448,0.6000000238418579,0.01861111111111111
3073,TwoRoom,0.03,8,0.949999988079071,95,0.9008389147209472,0.09916108527905276,0.019999999552965164,0.4000000059604645,0.0005000000000000004
3073,TwoRoom,0.03,16,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.019999999552965164,0.25,0.0007999999999999996
3073,TwoRoom,0.03,32,0.8600000143051147,86,0.793406218062001,0.20659378193799904,0.03999999910593033,0.2857142984867096,0.002777777777777778
3073,TwoRoom,0.03,65,0.8600000143051147,86,0.793406218062001,0.20659378193799904,0.05000000074505806,0.3571428656578064,0.0024999999999999996
3073,TwoRoom,0.04,8,0.9700000286102295,97,0.927289656713096,0.07271034328690396,0.009999999776482582,0.3333333432674408,0.00015000000000000015
3073,TwoRoom,0.04,16,0.949999988079071,95,0.9008389147209472,0.09916108527905276,0.029999999329447746,0.6000000238418579,0.0007500000000000007
3073,TwoRoom,0.04,32,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.05000000074505806,0.625,0.001999999999999999
3073,TwoRoom,0.04,65,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.05999999865889549,0.75,0.002399999999999999
3073,TwoRoom,0.05,8,0.9900000095367432,99,0.956418226465944,0.04358177353405601,0.009999999776482582,1.0,5.000000000000004e-05
3073,TwoRoom,0.05,16,0.9700000286102295,97,0.927289656713096,0.07271034328690396,0.019999999552965164,0.6666666865348816,0.0003000000000000003
3073,TwoRoom,0.05,32,0.949999988079071,95,0.9008389147209472,0.09916108527905276,0.019999999552965164,0.4000000059604645,0.0005000000000000004
3073,TwoRoom,0.05,65,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.029999999329447746,0.4285714328289032,0.0010499999999999993
3073,TwoRoom,0.06,8,1.0,100,0.9736572792168257,0.026342720783174345,0.0,,0.0
3073,TwoRoom,0.06,16,0.9800000190734863,98,0.9413516316431647,0.05864836835683529,0.0,0.0,0.0
3073,TwoRoom,0.06,32,0.9599999785423279,96,0.9138471026288194,0.08615289737118059,0.009999999776482582,0.25,0.00020000000000000017
3073,TwoRoom,0.06,65,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.019999999552965164,0.2857142984867096,0.0006999999999999996
3073,TwoRoom,0.07,8,0.9900000095367432,99,0.956418226465944,0.04358177353405601,0.0,0.0,0.0
3073,TwoRoom,0.07,16,0.9599999785423279,96,0.9138471026288194,0.08615289737118059,0.019999999552965164,0.5,0.00040000000000000034
3073,TwoRoom,0.07,32,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.03999999910593033,0.5,0.0015999999999999992
3073,TwoRoom,0.07,65,0.9200000166893005,92,0.8635352304245132,0.1364647695754868,0.03999999910593033,0.5,0.0015999999999999992
3073,TwoRoom,0.08,8,0.9800000190734863,98,0.9413516316431647,0.05864836835683529,0.009999999776482582,0.5,0.00010000000000000009
3073,TwoRoom,0.08,16,0.9700000286102295,97,0.927289656713096,0.07271034328690396,0.019999999552965164,0.6666666865348816,0.0003000000000000003
3073,TwoRoom,0.08,32,0.9399999976158142,94,0.8881590347735402,0.11184096522645981,0.029999999329447746,0.5,0.0009000000000000007
3073,TwoRoom,0.08,65,0.9300000071525574,93,0.8757398869332069,0.12426011306679308,0.029999999329447746,0.4285714328289032,0.0010499999999999993
3074,TwoRoom,0.0,8,0.2199999988079071,22,0.15973857793173502,0.8402614220682649,0.6600000262260437,0.8461538553237915,0.35536666666666666
3074,TwoRoom,0.0,16,0.18000000715255737,18,0.12550713943266184,0.8744928605673381,0.699999988079071,0.8536585569381714,0.3892555555555556
3074,TwoRoom,0.0,32,0.11999999731779099,12,0.0763260081195623,0.9236739918804378,0.7400000095367432,0.8409090638160706,0.42361111111111105
3074,TwoRoom,0.0,65,0.07999999821186066,8,0.04566311588237959,0.9543368841176204,0.8299999833106995,0.9021739363670349,0.5425555555555556
3074,TwoRoom,0.01,8,0.7300000190734863,73,0.651630320012513,0.348369679987487,0.20999999344348907,0.7777777910232544,0.0283
3074,TwoRoom,0.01,16,0.6200000047683716,62,0.5379951182857937,0.4620048817142063,0.2800000011920929,0.7368420958518982,0.052066666666666664
3074,TwoRoom,0.01,32,0.5,50,0.41884779611252954,0.5811522038874705,0.3499999940395355,0.699999988079071,0.09627777777777777
3074,TwoRoom,0.01,65,0.4000000059604645,40,0.32307805059096656,0.6769219494090335,0.49000000953674316,0.8166666626930237,0.1655
