task,training_seed,evidence_split,sigma_max,sigma_eval,clean_success,stress_success,ir_raw_q90,ir_reference_raw_q90,ir_relative_q90,neg_ir_relative_q90,sr,ir_only_pass,ir_and_sr_pass,natural_sr_veto,different_state_pair_count,retention_pp,retention_ratio,exposure_good,retention_pp_centered,retention_ratio_centered,neg_ir_relative_q90_centered,sr_centered,exposure_good_centered
TwoRoom,3073,replication,1.0,0.08,60.0,57.3333333333,0.27689290046691895,1.683279275894165,0.1644961144785866,-0.1644961144785866,0.7213114500045776,True,False,True,61,-2.666666666700003,0.9555555555549999,-0.08,-2.593750000012501,-0.028546383307774592,-0.12081907266550936,0.004610663512721658,-0.4930357142857143
TwoRoom,3073,replication,1.0,0.16,60.0,59.6666666667,0.3940500020980835,2.0207908153533936,0.19499791819331508,-0.19499791819331508,0.6393442153930664,True,False,True,61,-0.33333333329999704,0.994444444445,-0.16,-1.0104166666249963,-0.0006663864396845298,-0.11699702962431066,-0.05891394033096731,-0.3137500000000001
TwoRoom,3073,replication,1.0,0.32,60.0,57.3333333333,0.4138123095035553,2.0577094554901123,0.20110337171240342,-0.20110337171240342,0.6229507923126221,True,False,True,61,-2.666666666700003,0.9555555555549999,-0.32,-2.9270833333500006,-0.03639185277041568,-0.032255703849641354,-0.06915982230566442,0.044821428571428346
TwoRoom,3073,replication,1.0,0.64,60.0,57.3333333333,0.5581281781196594,2.0471694469451904,0.2726340894509268,-0.2726340894509268,0.4754098057746887,True,False,True,61,-2.666666666700003,0.9555555555549999,-0.64,6.531249999987498,0.06560462251787469,0.27007180613946147,0.12346309912391007,0.7619642857142854
TwoRoom,3073,replication,1.5,0.08,52.0,51.0,0.1628388911485672,1.683279275894165,0.09673908155381197,-0.09673908155381197,0.7049179673194885,True,False,True,61,-1.0,0.9807692307692307,-0.05333333333333334,-3.6770833333375004,-0.0508754431367171,-0.12690100723965875,-0.0691598595585674,-0.5663690476190477
TwoRoom,3073,replication,1.5,0.16,52.0,52.6666666667,0.23461158573627472,2.0207908153533936,0.11609889749783237,-0.11609889749783237,0.6885245442390442,True,False,True,61,0.666666666700003,1.0128205128211538,-0.10666666666666667,-2.7604166666499985,-0.029833053106703922,-0.11193697642775197,-0.06711065187118948,-0.3604166666666667
TwoRoom,3073,replication,1.5,0.32,52.0,55.0,0.2639833390712738,2.0577094554901123,0.12828989941556027,-0.12828989941556027,0.6885245442390442,True,False,True,61,3.0,1.0576923076923077,-0.21333333333333335,-0.010416666674999853,0.018202164323718906,-0.03328119905172222,-0.06096311076544225,0.051488095238094944
TwoRoom,3073,replication,1.5,0.64,52.0,52.0,0.40277597308158875,2.0471694469451904,0.19674774537233136,-0.19674774537233136,0.6065573692321777,True,False,True,61,0.0,1.0,-0.4266666666666667,6.447916666662499,0.06250633191970156,0.27211918271913293,0.19723362219519913,0.8752976190476187
TwoRoom,3074,replication,0.1,0.08,97.0,96.6666666667,0.09838975965976715,1.7220919132232666,0.0571338608028241,-0.0571338608028241,0.9836065173149109,True,True,False,61,-0.33333333330000414,0.9965635738835051,-0.7999999999999999,7.625000000015623,0.0779955265699771,0.16140341253553603,0.15266393683850765,1.486964285714286
TwoRoom,3074,replication,0.1,0.16,97.0,96.6666666667,0.20447102189064026,1.983575701713562,0.10308203599893001,-0.10308203599893001,0.9836065173149109,True,True,False,61,-0.33333333330000414,0.9965635738835051,-1.5999999999999999,7.4583333333531225,0.07629933552280688,0.15033948509342326,0.1547131147235632,0.94625
